CONTENT,CLASS,content_lower,content_lower_rn,remove_numbers,content_tokenized,normalized,content_stopwords,content_lemma
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Magnificent . Noodile . Unequaled . Moderock . Gogopo . Lulerain . Olielle . Zesty . Laughable . Accidental . Pepelexa . Delightful . Wiry . Toogit . Uncovered . Chesture . Woozy . Adhoc . Weak . Shallow",1,"you guys should check out this extraordinary website called moneygq.com .   you can make money online and start working from home today as i am!   i am making over $3,000+ per month at moneygq.com !   visit moneygq.com and check it out!   lake   . magnificent . noodile . unequaled . moderock . gogopo . lulerain . olielle . zesty . laughable . accidental . pepelexa . delightful . wiry . toogit . uncovered . chesture . woozy . adhoc . weak . shallow",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over per month at url visit url and check it out lake magnificent noodile unequaled moderock gogopo lulerain olielle zesty laughable accidental pepelexa delightful wiry toogit uncovered chesture woozy adhoc weak shallow,you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over per month at url visit url and check it out lake magnificent noodile unequaled moderock gogopo lulerain olielle zesty laughable accidental pepelexa delightful wiry toogit uncovered chesture woozy adhoc weak shallow,"['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'url', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', 'i', 'am', 'making', 'over', 'per', 'month', 'at', 'url', 'visit', 'url', 'and', 'check', 'it', 'out', 'lake', 'magnificent', 'noodile', 'unequaled', 'moderock', 'gogopo', 'lulerain', 'olielle', 'zesty', 'laughable', 'accidental', 'pepelexa', 'delightful', 'wiry', 'toogit', 'uncovered', 'chesture', 'woozy', 'adhoc', 'weak', 'shallow']","['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'url', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', 'i', 'am', 'making', 'over', 'per', 'month', 'at', 'url', 'visit', 'url', 'and', 'check', 'it', 'out', 'lake', 'magnificent', 'noodile', 'unequaled', 'moderock', 'gogopo', 'lulerain', 'olielle', 'zesty', 'laughable', 'accidental', 'pepelexa', 'delightful', 'wiry', 'toogit', 'uncovered', 'chesture', 'woozy', 'adhoc', 'weak', 'shallow']","['check', 'extraordinary', 'website', 'called', 'url', 'money', 'online', 'start', 'working', 'home', 'today', 'month', 'url', 'visit', 'url', 'check', 'lake', 'magnificent', 'noodile', 'unequaled', 'moderock', 'gogopo', 'lulerain', 'olielle', 'zesty', 'laughable', 'accidental', 'pepelexa', 'delightful', 'wiry', 'toogit', 'uncovered', 'chesture', 'woozy', 'adhoc', 'weak', 'shallow']","['check', 'extraordinary', 'website', 'call', 'url', 'money', 'online', 'start', 'work', 'home', 'today', 'month', 'url', 'visit', 'url', 'check', 'lake', 'magnificent', 'noodile', 'unequaled', 'moderock', 'gogopo', 'lulerain', 'olielle', 'zesty', 'laughable', 'accidental', 'pepelexa', 'delightful', 'wiry', 'toogit', 'uncovered', 'chesture', 'woozy', 'adhoc', 'weak', 'shallow']"
Share Eminem&#39;s Artist of the Year video so he can win. We could see a performance and acceptance speech. Like this comment so everyone can see.  2014 =  Year of Eminem,1,share eminem&#39;s artist of the year video so he can win. we could see a performance and acceptance speech. like this comment so everyone can see.  2014 =  year of eminem,share eminems artist of the year video so he can win we could see a performance and acceptance speech like this comment so everyone can see year of eminem,share eminems artist of the year video so he can win we could see a performance and acceptance speech like this comment so everyone can see year of eminem,"['share', 'eminems', 'artist', 'of', 'the', 'year', 'video', 'so', 'he', 'can', 'win', 'we', 'could', 'see', 'a', 'performance', 'and', 'acceptance', 'speech', 'like', 'this', 'comment', 'so', 'everyone', 'can', 'see', 'year', 'of', 'eminem']","['share', 'eminems', 'artist', 'of', 'the', 'year', 'video', 'so', 'he', 'can', 'win', 'we', 'could', 'see', 'a', 'performance', 'and', 'acceptance', 'speech', 'like', 'this', 'comment', 'so', 'everyone', 'can', 'see', 'year', 'of', 'eminem']","['share', 'eminems', 'artist', 'year', 'video', 'win', 'performance', 'acceptance', 'speech', 'like', 'comment', 'everyone', 'year', 'eminem']","['share', 'eminems', 'artist', 'year', 'video', 'win', 'performance', 'acceptance', 'speech', 'like', 'comment', 'everyone', 'year', 'eminem']"
watch?v=ARkglzjQuP0 Like this comment and share this video so Em can win!!! #YTMA,1,watch?v=arkglzjqup0 like this comment and share this video so em can win!!! #ytma,url like this comment and share this video so em can win ytma,url like this comment and share this video so em can win ytma,"['url', 'like', 'this', 'comment', 'and', 'share', 'this', 'video', 'so', 'em', 'can', 'win', 'ytma']","['url', 'like', 'this', 'comment', 'and', 'share', 'this', 'video', 'so', 'em', 'can', 'win', 'ytma']","['url', 'like', 'comment', 'share', 'video', 'em', 'win', 'ytma']","['url', 'like', 'comment', 'share', 'video', 'em', 'win', 'ytma']"
Check out this video on YouTube:<br /><br />Eminem is amazing. ï»¿,1,check out this video on youtube:<br /><br />eminem is amazing. ï»¿,check out this video on youtube eminem is amazing,check out this video on youtube eminem is amazing,"['check', 'out', 'this', 'video', 'on', 'youtube', 'eminem', 'is', 'amazing']","['check', 'out', 'this', 'video', 'on', 'youtube', 'eminem', 'is', 'amazing']","['check', 'video', 'youtube', 'eminem', 'amazing']","['check', 'video', 'youtube', 'eminem', 'amaze']"
awesome song everï»¿,0,awesome song everï»¿,awesome song ever,awesome song ever,"['awesome', 'song', 'ever']","['awesome', 'song', 'ever']","['awesome', 'song']","['awesome', 'song']"
loveï»¿,0,loveï»¿,love,love,['love'],['love'],['love'],['love']
No long paragraph just check out my song called &quot;Fire&quot;.,1,no long paragraph just check out my song called &quot;fire&quot;.,no long paragraph just check out my song called fire,no long paragraph just check out my song called fire,"['no', 'long', 'paragraph', 'just', 'check', 'out', 'my', 'song', 'called', 'fire']","['no', 'long', 'paragraph', 'just', 'check', 'out', 'my', 'song', 'called', 'fire']","['long', 'paragraph', 'check', 'song', 'called', 'fire']","['long', 'paragraph', 'check', 'song', 'call', 'fire']"
Check out this video on YouTube:ï»¿,1,check out this video on youtube:ï»¿,check out this video on youtube,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtube']"
"Check out this video on YouTube: <a href=""http://www.youtube.com/user/jlimvuth"">http://www.youtube.com/user/jlimvuth</a> ... Eminem ft Rihanna - Love the way you lieï»¿",1,"check out this video on youtube: <a href=""http://www.youtube.com/user/jlimvuth"">http://www.youtube.com/user/jlimvuth</a> ... eminem ft rihanna - love the way you lieï»¿",check out this video on youtube url eminem ft rihanna love the way you lie,check out this video on youtube url eminem ft rihanna love the way you lie,"['check', 'out', 'this', 'video', 'on', 'youtube', 'url', 'eminem', 'ft', 'rihanna', 'love', 'the', 'way', 'you', 'lie']","['check', 'out', 'this', 'video', 'on', 'youtube', 'url', 'eminem', 'ft', 'rihanna', 'love', 'the', 'way', 'you', 'lie']","['check', 'video', 'youtube', 'url', 'eminem', 'ft', 'rihanna', 'love', 'lie']","['check', 'video', 'youtube', 'url', 'eminem', 'ft', 'rihanna', 'love', 'lie']"
"do you guys know, there&#39;s a part two of this song! :Dï»¿",0,"do you guys know, there&#39;s a part two of this song! :dï»¿",do you guys know theres a part two of this song,do you guys know theres a part two of this song,"['do', 'you', 'guys', 'know', 'theres', 'a', 'part', 'two', 'of', 'this', 'song']","['do', 'you', 'guys', 'know', 'theres', 'a', 'part', 'two', 'of', 'this', 'song']","['theres', 'song']","['there', 'song']"
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Memory Ferirama Besloor Shame Eggmode Wazzasoft Sasaroo Reiltas Moderock Plifal Shorogyt Value Scale Qerrassa Qiameth Mogotrevo Hoppler Parede Yboiveth Drirathiel",1,"you guys should check out this extraordinary website called moneygq.com . you can make money online and start working from home today as i am! i am making over $3,000+ per month at moneygq.com ! visit moneygq.com and check it out! memory ferirama besloor shame eggmode wazzasoft sasaroo reiltas moderock plifal shorogyt value scale qerrassa qiameth mogotrevo hoppler parede yboiveth drirathiel",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over per month at url visit url and check it out memory ferirama besloor shame eggmode wazzasoft sasaroo reiltas moderock plifal shorogyt value scale qerrassa qiameth mogotrevo hoppler parede yboiveth drirathiel,you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over per month at url visit url and check it out memory ferirama besloor shame eggmode wazzasoft sasaroo reiltas moderock plifal shorogyt value scale qerrassa qiameth mogotrevo hoppler parede yboiveth drirathiel,"['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'url', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', 'i', 'am', 'making', 'over', 'per', 'month', 'at', 'url', 'visit', 'url', 'and', 'check', 'it', 'out', 'memory', 'ferirama', 'besloor', 'shame', 'eggmode', 'wazzasoft', 'sasaroo', 'reiltas', 'moderock', 'plifal', 'shorogyt', 'value', 'scale', 'qerrassa', 'qiameth', 'mogotrevo', 'hoppler', 'parede', 'yboiveth', 'drirathiel']","['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'url', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', 'i', 'am', 'making', 'over', 'per', 'month', 'at', 'url', 'visit', 'url', 'and', 'check', 'it', 'out', 'memory', 'ferirama', 'besloor', 'shame', 'eggmode', 'wazzasoft', 'sasaroo', 'reiltas', 'moderock', 'plifal', 'shorogyt', 'value', 'scale', 'qerrassa', 'qiameth', 'mogotrevo', 'hoppler', 'parede', 'yboiveth', 'drirathiel']","['check', 'extraordinary', 'website', 'called', 'url', 'money', 'online', 'start', 'working', 'home', 'today', 'month', 'url', 'visit', 'url', 'check', 'memory', 'ferirama', 'besloor', 'shame', 'eggmode', 'wazzasoft', 'sasaroo', 'reiltas', 'moderock', 'plifal', 'shorogyt', 'value', 'scale', 'qerrassa', 'qiameth', 'mogotrevo', 'hoppler', 'parede', 'yboiveth', 'drirathiel']","['check', 'extraordinary', 'website', 'call', 'url', 'money', 'online', 'start', 'work', 'home', 'today', 'month', 'url', 'visit', 'url', 'check', 'memory', 'ferirama', 'besloor', 'shame', 'eggmode', 'wazzasoft', 'sasaroo', 'reiltas', 'moderock', 'plifal', 'shorogyt', 'value', 'scale', 'qerrassa', 'qiameth', 'mogotrevo', 'hoppler', 'parede', 'yboiveth', 'drirathiel']"
"Hey, it&#39;s Charlie from Lostï»¿",0,"hey, it&#39;s charlie from lostï»¿",hey its charlie from lost,hey its charlie from lost,"['hey', 'its', 'charlie', 'from', 'lost']","['hey', 'its', 'charlie', 'from', 'lost']","['hey', 'charlie', 'lost']","['hey', 'charlie', 'lose']"
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Wazzasoft Industry Sertave Wind Tendency Order Humor Unelind Operation Feandra Chorenn Oleald Claster Nation Industry Roll Fuffapster Competition Ociramma Quality",1,"you guys should check out this extraordinary website called moneygq.com . you can make money online and start working from home today as i am! i am making over $3,000+ per month at moneygq.com ! visit moneygq.com and check it out! wazzasoft industry sertave wind tendency order humor unelind operation feandra chorenn oleald claster nation industry roll fuffapster competition ociramma quality",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over per month at url visit url and check it out wazzasoft industry sertave wind tendency order humor unelind operation feandra chorenn oleald claster nation industry roll fuffapster competition ociramma quality,you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over per month at url visit url and check it out wazzasoft industry sertave wind tendency order humor unelind operation feandra chorenn oleald claster nation industry roll fuffapster competition ociramma quality,"['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'url', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', 'i', 'am', 'making', 'over', 'per', 'month', 'at', 'url', 'visit', 'url', 'and', 'check', 'it', 'out', 'wazzasoft', 'industry', 'sertave', 'wind', 'tendency', 'order', 'humor', 'unelind', 'operation', 'feandra', 'chorenn', 'oleald', 'claster', 'nation', 'industry', 'roll', 'fuffapster', 'competition', 'ociramma', 'quality']","['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'url', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', 'i', 'am', 'making', 'over', 'per', 'month', 'at', 'url', 'visit', 'url', 'and', 'check', 'it', 'out', 'wazzasoft', 'industry', 'sertave', 'wind', 'tendency', 'order', 'humor', 'unelind', 'operation', 'feandra', 'chorenn', 'oleald', 'claster', 'nation', 'industry', 'roll', 'fuffapster', 'competition', 'ociramma', 'quality']","['check', 'extraordinary', 'website', 'called', 'url', 'money', 'online', 'start', 'working', 'home', 'today', 'month', 'url', 'visit', 'url', 'check', 'wazzasoft', 'industry', 'sertave', 'wind', 'tendency', 'order', 'humor', 'unelind', 'operation', 'feandra', 'chorenn', 'oleald', 'claster', 'nation', 'industry', 'roll', 'fuffapster', 'competition', 'ociramma', 'quality']","['check', 'extraordinary', 'website', 'call', 'url', 'money', 'online', 'start', 'work', 'home', 'today', 'month', 'url', 'visit', 'url', 'check', 'wazzasoft', 'industry', 'sertave', 'wind', 'tendency', 'order', 'humor', 'unelind', 'operation', 'feandra', 'chorenn', 'oleald', 'claster', 'nation', 'industry', 'roll', 'fuffapster', 'competition', 'ociramma', 'quality']"
Check out this video on YouTube:ï»¿,1,check out this video on youtube:ï»¿,check out this video on youtube,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtube']"
"I guss this song is one of my worst fears in life, to be with someone who abusive towered me and live with him.... ï»¿",0,"i guss this song is one of my worst fears in life, to be with someone who abusive towered me and live with him.... ï»¿",i guss this song is one of my worst fears in life to be with someone who abusive towered me and live with him,i guss this song is one of my worst fears in life to be with someone who abusive towered me and live with him,"['i', 'guss', 'this', 'song', 'is', 'one', 'of', 'my', 'worst', 'fears', 'in', 'life', 'to', 'be', 'with', 'someone', 'who', 'abusive', 'towered', 'me', 'and', 'live', 'with', 'him']","['i', 'guss', 'this', 'song', 'is', 'one', 'of', 'my', 'worst', 'fears', 'in', 'life', 'to', 'be', 'with', 'someone', 'who', 'abusive', 'towered', 'me', 'and', 'live', 'with', 'him']","['guss', 'song', 'worst', 'fears', 'life', 'who', 'abusive', 'towered', 'live']","['guss', 'song', 'bad', 'fear', 'life', 'who', 'abusive', 'tower', 'live']"
watch youtube video &quot;EMINEM -YTMA artist of the year&quot; plz share to vote!!!,1,watch youtube video &quot;eminem -ytma artist of the year&quot; plz share to vote!!!,watch youtube video eminem ytma artist of the year plz share to vote,watch youtube video eminem ytma artist of the year plz share to vote,"['watch', 'youtube', 'video', 'eminem', 'ytma', 'artist', 'of', 'the', 'year', 'plz', 'share', 'to', 'vote']","['watch', 'youtube', 'video', 'eminem', 'ytma', 'artist', 'of', 'the', 'year', 'please', 'share', 'to', 'vote']","['watch', 'youtube', 'video', 'eminem', 'ytma', 'artist', 'year', 'share', 'vote']","['watch', 'youtube', 'video', 'eminem', 'ytma', 'artist', 'year', 'share', 'vote']"
