CONTENT,CLASS,content_lower,content_lower_rn,content_tokenized,normalized,content_stopwords,content_lemma
What nicei⛺♥♥♥♥﻿,0,what nicei⛺♥♥♥♥﻿,what niceitentheart_suitheart_suitheart_suitheart_suit,"['what', 'niceitentheart_suitheart_suitheart_suitheart_suit']",what niceitentheart_suitheart_suitheart_suitheart_suit,['niceitentheart_suitheart_suitheart_suitheart_suit'],['niceitentheart_suitheart_suitheart_suitheart_suit']
I like this song very much﻿,0,i like this song very much﻿,i like this song very much,"['i', 'like', 'this', 'song', 'very', 'much']",i like this song very much,"['like', 'song']","['like', 'song']"
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  When does the flimsy slip facilitate the manager? How does the noise set goals the anxious regret? How does the actually loss retrieve the smile?",1,"you guys should check out this extraordinary website called moneygq.com .   you can make money online and start working from home today as i am!   i am making over $3,000+ per month at moneygq.com !   visit moneygq.com and check it out!  when does the flimsy slip facilitate the manager? how does the noise set goals the anxious regret? how does the actually loss retrieve the smile?",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over numeric numeric per month at url visit url and check it out when does the flimsy slip facilitate the manager how does the noise set goals the anxious regret how does the actually loss retrieve the smile,"['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'url', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', 'i', 'am', 'making', 'over', 'numeric', 'numeric', 'per', 'month', 'at', 'url', 'visit', 'url', 'and', 'check', 'it', 'out', 'when', 'does', 'the', 'flimsy', 'slip', 'facilitate', 'the', 'manager', 'how', 'does', 'the', 'noise', 'set', 'goals', 'the', 'anxious', 'regret', 'how', 'does', 'the', 'actually', 'loss', 'retrieve', 'the', 'smile']",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over numeric numeric per month at url visit url and check it out when does the flimsy slip facilitate the manager how does the noise set goals the anxious regret how does the actually loss retrieve the smile,"['check', 'extraordinary', 'website', 'called', 'url', 'money', 'online', 'start', 'working', 'home', 'today', 'numeric', 'numeric', 'month', 'url', 'visit', 'url', 'check', 'flimsy', 'slip', 'facilitate', 'manager', 'noise', 'set', 'goals', 'anxious', 'regret', 'actually', 'loss', 'retrieve', 'smile']","['check', 'extraordinary', 'website', 'call', 'url', 'money', 'online', 'start', 'work', 'home', 'today', 'numeric', 'numeric', 'month', 'url', 'visit', 'url', 'check', 'flimsy', 'slip', 'facilitate', 'manager', 'noise', 'set', 'goal', 'anxious', 'regret', 'actually', 'loss', 'retrieve', 'smile']"
I love it and my mom to﻿,0,i love it and my mom to﻿,i love it and my mom to,"['i', 'love', 'it', 'and', 'my', 'mother', 'to']",i love it and my mother to,"['love', 'mother']","['love', 'mother']"
Who is watching in 2015 like﻿,0,who is watching in 2015 like﻿,who is watching in numeric like,"['who', 'is', 'watching', 'in', 'numeric', 'like']",who is watching in numeric like,"['who', 'watching', 'numeric', 'like']","['who', 'watch', 'numeric', 'like']"
Please check out my New Song (MUSIC VIDEO) AD - Dont Play,1,please check out my new song (music video) ad - dont play,please check out my new song music video ad dont play,"['please', 'check', 'out', 'my', 'new', 'song', 'music', 'video', 'ad', 'dont', 'play']",please check out my new song music video ad dont play,"['check', 'new', 'song', 'music', 'video', 'ad', 'dont', 'play']","['check', 'new', 'song', 'music', 'video', 'ad', 'dont', 'play']"
amazing song﻿,0,amazing song﻿,amazing song,"['amaze', 'song']",amaze song,"['amaze', 'song']","['amaze', 'song']"
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the wood photograph the husky breath? When does the act retain the delightful system? The rhythm fabricates the scintillating harbor.",1,"you guys should check out this extraordinary website called moneygq.com .   you can make money online and start working from home today as i am!   i am making over $3,000+ per month at moneygq.com !   visit moneygq.com and check it out!  why does the wood photograph the husky breath? when does the act retain the delightful system? the rhythm fabricates the scintillating harbor.",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over numeric numeric per month at url visit url and check it out why does the wood photograph the husky breath when does the act retain the delightful system the rhythm fabricates the scintillating harbor,"['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'url', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', 'i', 'am', 'making', 'over', 'numeric', 'numeric', 'per', 'month', 'at', 'url', 'visit', 'url', 'and', 'check', 'it', 'out', 'why', 'does', 'the', 'wood', 'photograph', 'the', 'husky', 'breath', 'when', 'does', 'the', 'act', 'retain', 'the', 'delightful', 'system', 'the', 'rhythm', 'fabricates', 'the', 'scintillating', 'harbor']",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over numeric numeric per month at url visit url and check it out why does the wood photograph the husky breath when does the act retain the delightful system the rhythm fabricates the scintillating harbor,"['check', 'extraordinary', 'website', 'called', 'url', 'money', 'online', 'start', 'working', 'home', 'today', 'numeric', 'numeric', 'month', 'url', 'visit', 'url', 'check', 'wood', 'photograph', 'husky', 'breath', 'act', 'retain', 'delightful', 'system', 'rhythm', 'fabricates', 'scintillating', 'harbor']","['check', 'extraordinary', 'website', 'call', 'url', 'money', 'online', 'start', 'work', 'home', 'today', 'numeric', 'numeric', 'month', 'url', 'visit', 'url', 'check', 'wood', 'photograph', 'husky', 'breath', 'act', 'retain', 'delightful', 'system', 'rhythm', 'fabricate', 'scintillate', 'harbor']"
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  The cook officiates the tax. The walk judges the amount. Why does the ink train the valuable increase?",1,"you guys should check out this extraordinary website called moneygq.com .   you can make money online and start working from home today as i am!   i am making over $3,000+ per month at moneygq.com !   visit moneygq.com and check it out!  the cook officiates the tax. the walk judges the amount. why does the ink train the valuable increase?",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over numeric numeric per month at url visit url and check it out the cook officiates the tax the walk judges the amount why does the ink train the valuable increase,"['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'url', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', 'i', 'am', 'making', 'over', 'numeric', 'numeric', 'per', 'month', 'at', 'url', 'visit', 'url', 'and', 'check', 'it', 'out', 'the', 'cook', 'officiates', 'the', 'tax', 'the', 'walk', 'judges', 'the', 'amount', 'why', 'does', 'the', 'ink', 'train', 'the', 'valuable', 'increase']",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over numeric numeric per month at url visit url and check it out the cook officiates the tax the walk judges the amount why does the ink train the valuable increase,"['check', 'extraordinary', 'website', 'called', 'url', 'money', 'online', 'start', 'working', 'home', 'today', 'numeric', 'numeric', 'month', 'url', 'visit', 'url', 'check', 'cook', 'officiates', 'tax', 'walk', 'judges', 'amount', 'ink', 'train', 'valuable', 'increase']","['check', 'extraordinary', 'website', 'call', 'url', 'money', 'online', 'start', 'work', 'home', 'today', 'numeric', 'numeric', 'month', 'url', 'visit', 'url', 'check', 'cook', 'officiate', 'tax', 'walk', 'judge', 'amount', 'ink', 'train', 'valuable', 'increase']"
check out my Eminem &amp; Kid Cudi M a s h up /watch?v=XYTcq5NzMuA,1,check out my eminem &amp; kid cudi m a s h up /watch?v=xytcq5nzmua,check out my eminem kid cudi mash up url,"['check', 'out', 'my', 'eminem', 'kid', 'cudi', 'mash', 'up', 'url']",check out my eminem kid cudi mash up url,"['check', 'eminem', 'kid', 'cudi', 'mash', 'url']","['check', 'eminem', 'kid', 'cudi', 'mash', 'url']"
I like it﻿,0,i like it﻿,i like it,"['i', 'like', 'it']",i like it,['like'],['like']
"YO GUYS SORRY IF THIS ANNOYS YOU!!! BUT CHECK OUT MY CHANNEL, AND LATEST VIDEO. A LIKE AND SUBSCRIBE WOULD BE NICE TOO!!!!!!!",1,"yo guys sorry if this annoys you!!! but check out my channel, and latest video. a like and subscribe would be nice too!!!!!!!",yo guys sorry if this annoys you but check out my channel and latest video a like and subscribe would be nice too,"['yo', 'guys', 'sorry', 'if', 'this', 'annoys', 'you', 'but', 'check', 'out', 'my', 'channel', 'and', 'latest', 'video', 'a', 'like', 'and', 'subscribe', 'would', 'be', 'nice', 'too']",yo guys sorry if this annoys you but check out my channel and latest video a like and subscribe would be nice too,"['sorry', 'annoys', 'check', 'channel', 'latest', 'video', 'like', 'subscribe', 'nice']","['sorry', 'annoy', 'check', 'channel', 'late', 'video', 'like', 'subscribe', 'nice']"
"This past Christmas my dad passed away, to help me cope I picked up a pen and some paper and started to write. Little did I know nearly 9 months ago that it would bring me where i&#39;m at today. Over 7k subscribers and 500k video views. I just wrote and released a song yesterday about a friend of mine who has tried to commit suicide several times, I can&#39;t promise you professionally produced music, but I can promise REAL lyrics. Just click on my picture. Thanks, and thumbs up so others may see?",1,"this past christmas my dad passed away, to help me cope i picked up a pen and some paper and started to write. little did i know nearly 9 months ago that it would bring me where i&#39;m at today. over 7k subscribers and 500k video views. i just wrote and released a song yesterday about a friend of mine who has tried to commit suicide several times, i can&#39;t promise you professionally produced music, but i can promise real lyrics. just click on my picture. thanks, and thumbs up so others may see?",this past christmas my dad passed away to help me cope i picked up a pen and some paper and started to write little did i know nearly numeric months ago that it would bring me where i m at today over 7k subscribers and 500k video views i just wrote and released a song yesterday about a friend of mine who has tried to commit suicide several times i can t promise you professionally produced music but i can promise real lyrics just click on my picture thanks and thumbs up so others may see,"['this', 'past', 'christmas', 'my', 'dad', 'passed', 'away', 'to', 'help', 'me', 'cope', 'i', 'picked', 'up', 'a', 'pen', 'and', 'some', 'paper', 'and', 'started', 'to', 'write', 'little', 'did', 'i', 'know', 'nearly', 'numeric', 'months', 'ago', 'that', 'it', 'would', 'bring', 'me', 'where', 'i', 'm', 'at', 'today', 'over', '7k', 'subscribe', 'and', '500k', 'video', 'views', 'i', 'just', 'wrote', 'and', 'released', 'a', 'song', 'yesterday', 'about', 'a', 'friend', 'of', 'mine', 'who', 'has', 'tried', 'to', 'commit', 'suicide', 'several', 'times', 'i', 'can', 't', 'promise', 'you', 'professionally', 'produced', 'music', 'but', 'i', 'can', 'promise', 'real', 'lyrics', 'just', 'click', 'on', 'my', 'picture', 'thank', 'and', 'thumb', 'up', 'so', 'others', 'may', 'see']",this past christmas my dad passed away to help me cope i picked up a pen and some paper and started to write little did i know nearly numeric months ago that it would bring me where i m at today over 7k subscribe and 500k video views i just wrote and released a song yesterday about a friend of mine who has tried to commit suicide several times i can t promise you professionally produced music but i can promise real lyrics just click on my picture thank and thumb up so others may see,"['past', 'christmas', 'dad', 'passed', 'away', 'help', 'cope', 'picked', 'pen', 'paper', 'started', 'write', 'little', 'nearly', 'numeric', 'months', 'ago', 'bring', 'today', '7k', 'subscribe', '500k', 'video', 'views', 'wrote', 'released', 'song', 'yesterday', 'friend', 'mine', 'who', 'tried', 'commit', 'suicide', 'promise', 'professionally', 'produced', 'music', 'promise', 'real', 'lyrics', 'click', 'picture', 'thank', 'thumb']","['past', 'christmas', 'dad', 'pass', 'away', 'help', 'cope', 'pick', 'pen', 'paper', 'start', 'write', 'little', 'nearly', 'numeric', 'month', 'ago', 'bring', 'today', '7k', 'subscribe', '500k', 'video', 'view', 'write', 'release', 'song', 'yesterday', 'friend', 'mine', 'who', 'try', 'commit', 'suicide', 'promise', 'professionally', 'produce', 'music', 'promise', 'real', 'lyric', 'click', 'picture', 'thank', 'thumb']"
