CONTENT,CLASS,content_lower,normalized,content_rn,content_tokenized,content_filter,content_stopwords,content_stemm
No long paragraph just check out my song called &quot;Fire&quot;.,1,no long paragraph just check out my song called &quot;fire&quot;.,no long paragraph just check out my song called &quot;fire&quot;.,no long paragraph just check out my song called fire,"['no', 'long', 'paragraph', 'just', 'check', 'out', 'my', 'song', 'called', 'fire']","['no', 'long', 'paragraph', 'just', 'check', 'out', 'my', 'song', 'called', 'fire']","['no', 'long', 'paragraph', 'just', 'check', 'my', 'song', 'called', 'fire']","['no', 'long', 'paragraph', 'just', 'check', 'my', 'song', 'call', 'fire']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']"
"Check out this video on YouTube: <a href=""http://www.youtube.com/user/jlimvuth"">http://www.youtube.com/user/jlimvuth</a> ... Eminem ft Rihanna - Love the way you lie﻿",1,"check out this video on youtube: <a href=""http://www.youtube.com/user/jlimvuth"">http://www.youtube.com/user/jlimvuth</a> ... eminem ft rihanna - love the way you lie﻿","check out this video on youtube: <a href=""http://www.youtube.com/user/jlimvuth"">http://www.youtube.com/user/jlimvuth</a> ... eminem ft rihanna - love the way you lie﻿",check out this video on youtube url eminem ft rihanna love the way you lie,"['check', 'out', 'this', 'video', 'on', 'youtube', 'url', 'eminem', 'ft', 'rihanna', 'love', 'the', 'way', 'you', 'lie']","['check', 'out', 'this', 'video', 'on', 'youtube', 'url', 'eminem', 'rihanna', 'love', 'the', 'way', 'you', 'lie']","['check', 'video', 'youtube', 'url', 'eminem', 'rihanna', 'love', 'way', 'you', 'lie']","['check', 'video', 'youtub', 'url', 'eminem', 'rihanna', 'love', 'way', 'you', 'lie']"
"do you guys know, there&#39;s a part two of this song! :D﻿",0,"do you guys know, there&#39;s a part two of this song! :d﻿","do you guys know, there&#39;s a part two of this song! :d﻿",do you guys know there s a part two of this song d,"['do', 'you', 'guys', 'know', 'there', 's', 'a', 'part', 'two', 'of', 'this', 'song', 'd']","['do', 'you', 'guys', 'know', 'there', 'a', 'part', 'two', 'of', 'this', 'song']","['you', 'guys', 'know', 'part', 'two', 'song']","['you', 'guy', 'know', 'part', 'two', 'song']"
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Memory Ferirama Besloor Shame Eggmode Wazzasoft Sasaroo Reiltas Moderock Plifal Shorogyt Value Scale Qerrassa Qiameth Mogotrevo Hoppler Parede Yboiveth Drirathiel",1,"you guys should check out this extraordinary website called moneygq.com . you can make money online and start working from home today as i am! i am making over $3,000+ per month at moneygq.com ! visit moneygq.com and check it out! memory ferirama besloor shame eggmode wazzasoft sasaroo reiltas moderock plifal shorogyt value scale qerrassa qiameth mogotrevo hoppler parede yboiveth drirathiel","you guys should check out this extraordinary website called moneygq.com . you can make money online and start working from home today as i am! i am making over $3,000+ per month at moneygq.com ! visit moneygq.com and check it out! memory ferirama besloor shame eggmode wazzasoft sasaroo reiltas moderock plifal shorogyt value scale qerrassa qiameth mogotrevo hoppler parede yboiveth drirathiel",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over numeric per month at url visit url and check it out memory ferirama besloor shame eggmode wazzasoft sasaroo reiltas moderock plifal shorogyt value scale qerrassa qiameth mogotrevo hoppler parede yboiveth drirathiel,"['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'url', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', 'i', 'am', 'making', 'over', 'numeric', 'per', 'month', 'at', 'url', 'visit', 'url', 'and', 'check', 'it', 'out', 'memory', 'ferirama', 'besloor', 'shame', 'eggmode', 'wazzasoft', 'sasaroo', 'reiltas', 'moderock', 'plifal', 'shorogyt', 'value', 'scale', 'qerrassa', 'qiameth', 'mogotrevo', 'hoppler', 'parede', 'yboiveth', 'drirathiel']","['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'url', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', 'i', 'am', 'making', 'over', 'numeric', 'per', 'month', 'at', 'url', 'visit', 'url', 'and', 'check', 'it', 'out', 'memory', 'ferirama', 'besloor', 'shame', 'eggmode', 'wazzasoft', 'sasaroo', 'reiltas', 'moderock', 'plifal', 'shorogyt', 'value', 'scale', 'qerrassa', 'qiameth', 'mogotrevo', 'hoppler', 'parede', 'yboiveth', 'drirathiel']","['you', 'guys', 'should', 'check', 'extraordinary', 'website', 'called', 'url', 'you', 'can', 'make', 'money', 'online', 'start', 'working', 'home', 'today', 'i', 'i', 'making', 'numeric', 'per', 'month', 'url', 'visit', 'url', 'check', 'memory', 'ferirama', 'besloor', 'shame', 'eggmode', 'wazzasoft', 'sasaroo', 'reiltas', 'moderock', 'plifal', 'shorogyt', 'value', 'scale', 'qerrassa', 'qiameth', 'mogotrevo', 'hoppler', 'parede', 'yboiveth', 'drirathiel']","['you', 'guy', 'should', 'check', 'extraordinari', 'websit', 'call', 'url', 'you', 'can', 'make', 'money', 'onlin', 'start', 'work', 'home', 'today', 'i', 'i', 'make', 'numer', 'per', 'month', 'url', 'visit', 'url', 'check', 'memori', 'ferirama', 'besloor', 'shame', 'eggmod', 'wazzasoft', 'sasaroo', 'reilta', 'moderock', 'plifal', 'shorogyt', 'valu', 'scale', 'qerrassa', 'qiameth', 'mogotrevo', 'hoppler', 'pared', 'yboiveth', 'drirathiel']"
"Hey, it&#39;s Charlie from Lost﻿",0,"hey, it&#39;s charlie from lost﻿","hey, it&#39;s charlie from lost﻿",hey it s charlie from lost,"['hey', 'it', 's', 'charlie', 'from', 'lost']","['hey', 'it', 'charlie', 'from', 'lost']","['hey', 'charlie', 'lost']","['hey', 'charli', 'lost']"
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Wazzasoft Industry Sertave Wind Tendency Order Humor Unelind Operation Feandra Chorenn Oleald Claster Nation Industry Roll Fuffapster Competition Ociramma Quality",1,"you guys should check out this extraordinary website called moneygq.com . you can make money online and start working from home today as i am! i am making over $3,000+ per month at moneygq.com ! visit moneygq.com and check it out! wazzasoft industry sertave wind tendency order humor unelind operation feandra chorenn oleald claster nation industry roll fuffapster competition ociramma quality","you guys should check out this extraordinary website called moneygq.com . you can make money online and start working from home today as i am! i am making over $3,000+ per month at moneygq.com ! visit moneygq.com and check it out! wazzasoft industry sertave wind tendency order humor unelind operation feandra chorenn oleald claster nation industry roll fuffapster competition ociramma quality",you guys should check out this extraordinary website called url you can make money online and start working from home today as i am i am making over numeric per month at url visit url and check it out wazzasoft industry sertave wind tendency order humor unelind operation feandra chorenn oleald claster nation industry roll fuffapster competition ociramma quality,"['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'url', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', 'i', 'am', 'making', 'over', 'numeric', 'per', 'month', 'at', 'url', 'visit', 'url', 'and', 'check', 'it', 'out', 'wazzasoft', 'industry', 'sertave', 'wind', 'tendency', 'order', 'humor', 'unelind', 'operation', 'feandra', 'chorenn', 'oleald', 'claster', 'nation', 'industry', 'roll', 'fuffapster', 'competition', 'ociramma', 'quality']","['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'url', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', 'i', 'am', 'making', 'over', 'numeric', 'per', 'month', 'at', 'url', 'visit', 'url', 'and', 'check', 'it', 'out', 'wazzasoft', 'industry', 'sertave', 'wind', 'tendency', 'order', 'humor', 'unelind', 'operation', 'feandra', 'chorenn', 'oleald', 'claster', 'nation', 'industry', 'roll', 'fuffapster', 'competition', 'ociramma', 'quality']","['you', 'guys', 'should', 'check', 'extraordinary', 'website', 'called', 'url', 'you', 'can', 'make', 'money', 'online', 'start', 'working', 'home', 'today', 'i', 'i', 'making', 'numeric', 'per', 'month', 'url', 'visit', 'url', 'check', 'wazzasoft', 'industry', 'sertave', 'wind', 'tendency', 'order', 'humor', 'unelind', 'operation', 'feandra', 'chorenn', 'oleald', 'claster', 'nation', 'industry', 'roll', 'fuffapster', 'competition', 'ociramma', 'quality']","['you', 'guy', 'should', 'check', 'extraordinari', 'websit', 'call', 'url', 'you', 'can', 'make', 'money', 'onlin', 'start', 'work', 'home', 'today', 'i', 'i', 'make', 'numer', 'per', 'month', 'url', 'visit', 'url', 'check', 'wazzasoft', 'industri', 'sertav', 'wind', 'tendenc', 'order', 'humor', 'unelind', 'oper', 'feandra', 'chorenn', 'oleald', 'claster', 'nation', 'industri', 'roll', 'fuffapst', 'competit', 'ociramma', 'qualiti']"
Check out this video on YouTube:﻿,1,check out this video on youtube:﻿,check out this video on youtube:﻿,check out this video on youtube,"['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'out', 'this', 'video', 'on', 'youtube']","['check', 'video', 'youtube']","['check', 'video', 'youtub']"
"I guss this song is one of my worst fears in life, to be with someone who abusive towered me and live with him.... ﻿",0,"i guss this song is one of my worst fears in life, to be with someone who abusive towered me and live with him.... ﻿","i guss this song is one of my worst fears in life, to be with someone who abusive towered me and live with him.... ﻿",i guss this song is one of my worst fears in life to be with someone who abusive towered me and live with him,"['i', 'guss', 'this', 'song', 'is', 'one', 'of', 'my', 'worst', 'fears', 'in', 'life', 'to', 'be', 'with', 'someone', 'who', 'abusive', 'towered', 'me', 'and', 'live', 'with', 'him']","['i', 'guss', 'this', 'song', 'is', 'one', 'of', 'my', 'worst', 'fears', 'in', 'life', 'to', 'be', 'with', 'someone', 'who', 'abusive', 'towered', 'me', 'and', 'live', 'with', 'him']","['i', 'guss', 'song', 'one', 'my', 'worst', 'fears', 'life', 'someone', 'abusive', 'towered', 'me', 'live']","['i', 'guss', 'song', 'one', 'my', 'worst', 'fear', 'life', 'someon', 'abus', 'tower', 'me', 'live']"
watch youtube video &quot;EMINEM -YTMA artist of the year&quot; plz share to vote!!!,1,watch youtube video &quot;eminem -ytma artist of the year&quot; plz share to vote!!!,watch youtube video &quot;eminem -ytma artist of the year&quot; please share to vote!!!,watch youtube video eminem ytma artist of the year please share to vote,"['watch', 'youtube', 'video', 'eminem', 'ytma', 'artist', 'of', 'the', 'year', 'please', 'share', 'to', 'vote']","['watch', 'youtube', 'video', 'eminem', 'ytma', 'artist', 'of', 'the', 'year', 'please', 'share', 'to', 'vote']","['watch', 'youtube', 'video', 'eminem', 'ytma', 'artist', 'year', 'please', 'share', 'vote']","['watch', 'youtub', 'video', 'eminem', 'ytma', 'artist', 'year', 'pleas', 'share', 'vote']"
"Made five years ago and people still don&#39;t understand the message this song is conveying. For those of you who don&#39;t, understand that domestic violence is no game, women like the fictional one in this video do exist. Living their lives with a man who abuses her, but still chooses to stay for not the love, but for the sexual feeling he gives her. This is quite sad, actually. ﻿",0,"made five years ago and people still don&#39;t understand the message this song is conveying. for those of you who don&#39;t, understand that domestic violence is no game, women like the fictional one in this video do exist. living their lives with a man who abuses her, but still chooses to stay for not the love, but for the sexual feeling he gives her. this is quite sad, actually. ﻿","made five years ago and people still don&#39;t understand the message this song is conveying. for those of you who don&#39;t, understand that domestic violence is no game, woman like the fictional one in this video do exist. living their lives with a man who abuses her, but still chooses to stay for not the love, but for the sexual feeling he gives her. this is quite sad, actually. ﻿",made five years ago and people still don t understand the message this song is conveying for those of you who don t understand that domestic violence is no game woman like the fictional one in this video do exist living their lives with a man who abuses her but still chooses to stay for not the love but for the sexual feeling he gives her this is quite sad actually,"['made', 'five', 'years', 'ago', 'and', 'people', 'still', 'don', 't', 'understand', 'the', 'message', 'this', 'song', 'is', 'conveying', 'for', 'those', 'of', 'you', 'who', 'don', 't', 'understand', 'that', 'domestic', 'violence', 'is', 'no', 'game', 'woman', 'like', 'the', 'fictional', 'one', 'in', 'this', 'video', 'do', 'exist', 'living', 'their', 'lives', 'with', 'a', 'man', 'who', 'abuses', 'her', 'but', 'still', 'chooses', 'to', 'stay', 'for', 'not', 'the', 'love', 'but', 'for', 'the', 'sexual', 'feeling', 'he', 'gives', 'her', 'this', 'is', 'quite', 'sad', 'actually']","['made', 'five', 'years', 'ago', 'and', 'people', 'still', 'don', 'understand', 'the', 'message', 'this', 'song', 'is', 'conveying', 'for', 'those', 'of', 'you', 'who', 'don', 'understand', 'that', 'domestic', 'violence', 'is', 'no', 'game', 'woman', 'like', 'the', 'fictional', 'one', 'in', 'this', 'video', 'do', 'exist', 'living', 'their', 'lives', 'with', 'a', 'man', 'who', 'abuses', 'her', 'but', 'still', 'chooses', 'to', 'stay', 'for', 'not', 'the', 'love', 'but', 'for', 'the', 'sexual', 'feeling', 'he', 'gives', 'her', 'this', 'is', 'quite', 'sad', 'actually']","['made', 'five', 'years', 'ago', 'people', 'still', 'understand', 'message', 'song', 'conveying', 'you', 'understand', 'domestic', 'violence', 'no', 'game', 'woman', 'like', 'fictional', 'one', 'video', 'exist', 'living', 'lives', 'man', 'abuses', 'still', 'chooses', 'stay', 'not', 'love', 'sexual', 'feeling', 'gives', 'quite', 'sad', 'actually']","['made', 'five', 'year', 'ago', 'peopl', 'still', 'understand', 'messag', 'song', 'convey', 'you', 'understand', 'domest', 'violenc', 'no', 'game', 'woman', 'like', 'fiction', 'one', 'video', 'exist', 'live', 'live', 'man', 'abus', 'still', 'choos', 'stay', 'not', 'love', 'sexual', 'feel', 'give', 'quit', 'sad', 'actual']"
5 years and i still dont get the music video help someone?﻿,0,5 years and i still dont get the music video help someone?﻿,5 years and i still dont get the music video help someone?﻿,numeric years and i still dont get the music video help someone,"['numeric', 'years', 'and', 'i', 'still', 'dont', 'get', 'the', 'music', 'video', 'help', 'someone']","['numeric', 'years', 'and', 'i', 'still', 'dont', 'get', 'the', 'music', 'video', 'help', 'someone']","['numeric', 'years', 'i', 'still', 'dont', 'get', 'music', 'video', 'help', 'someone']","['numer', 'year', 'i', 'still', 'dont', 'get', 'music', 'video', 'help', 'someon']"
